Station,Date,Time,Precip,Air max,min,obs
ANTIOCH.C,19850622,2359,0,92,58,71
ANTIOCH.C,19850623,2359,0,90,59,68
ANTIOCH.C,19850624,2359,0,90,60,72
ANTIOCH.C,19850625,800,0,94,52,75
ANTIOCH.C,19850626,800,0,99,55,76
ANTIOCH.C,19850627,800,0,101,56,80
ANTIOCH.C,19850628,800,0,96,60,77
ANTIOCH.C,19850629,2359,0,88,59,73
ANTIOCH.C,19850630,2359,0,89,58,74
ANTIOCH.C,19850701,2359,0,91,59,82
ANTIOCH.C,19850702,2359,0,91,59,86
ANTIOCH.C,19850703,2359,0,91,59,79
ANTIOCH.C,19850704,2359,0,91,59,86
ANTIOCH.C,19850705,2359,0,91,59,85
ANTIOCH.C,19850706,2359,0,92,59,74
ANTIOCH.C,19850707,2359,0,93,59,79
ANTIOCH.C,19850708,2359,0,92,59,87
ANTIOCH.C,19850709,2359,0,92,59,92
ANTIOCH.C,19850710,2359,0,93,59,84
ANTIOCH.C,19850711,2359,0,92,60,73
ANTIOCH.C,19850712,2359,0,93,61,72
ANTIOCH.C,19850713,2359,0,95,61,69
ANTIOCH.C,19850714,2359,0,95,61,73
ANTIOCH.C,19850715,2359,0,94,60,74
ANTIOCH.C,19850716,2359,0,92,60,72
ANTIOCH.C,19850717,2359,0,92,60,69
ANTIOCH.C,19850718,2359,0,92,61,70
ANTIOCH.C,19850719,2359,0,91,59,67
ANTIOCH.C,19850720,2359,0,91,59,66
ANTIOCH.C,19850721,2359,0,92,59,69
ANTIOCH.C,19850722,2359,0,91,59,74
ANTIOCH.C,19850723,2359,0,91,59,74
ANTIOCH.C,19850724,2359,0,91,60,80
ANTIOCH.C,19850725,800,0,92,62,75
ANTIOCH.C,19850726,800,0,92,60,71
ANTIOCH.C,19850727,800,0,93,60,72
ANTIOCH.C,19850728,800,0,85,57,68
ANTIOCH.C,19850729,800,0,74,53,68
ANTIOCH.C,19850730,800,0,83,54,68
ANTIOCH.C,19850731,800,0,79,60,70
ANTIOCH.C,19850801,800,0,85,51,72
ANTIOCH.C,19850802,800,0,95,64,76
ANTIOCH.C,19850803,800,0,97,60,76
ANTIOCH.C,19850804,800,0,95,59,70
ANTIOCH.C,19850805,800,0,93,55,76
ANTIOCH.C,19850806,800,0,91,55,71
ANTIOCH.C,19850807,800,0,95,56,75
ANTIOCH.C,19850808,800,0,91,55,72
ANTIOCH.C,19850809,800,0,97,58,81
ANTIOCH.C,19850810,800,0,88,56,68
ANTIOCH.C,19850811,800,0,88,56,65
ANTIOCH.C,19850812,800,0,82,55,71
ANTIOCH.C,19850813,800,0,83,53,69
ANTIOCH.C,19850814,800,0,86,54,70
ANTIOCH.C,19850815,800,0,83,53,67
ANTIOCH.C,19850816,800,0,83,51,69
ANTIOCH.C,19850817,800,0,75,57,65
ANTIOCH.C,19850818,800,0,82,57,66
ANTIOCH.C,19850819,800,0,84,59,73
ANTIOCH.C,19850820,800,0,88,53,
ANTIOCH.C,19850821,800,0,86,50,69
ANTIOCH.C,19850822,800,0,88,50,66
ANTIOCH.C,19850823,800,0,94,51,68
ANTIOCH.C,19850824,800,0,95,64,69
ANTIOCH.C,19850825,800,0,93,62,69
ANTIOCH.C,19850826,800,0,91,56,69
ANTIOCH.C,19850827,800,0,88,61,67
ANTIOCH.C,19850828,800,0,88,52,67
ANTIOCH.C,19850829,800,0,88,53,71
ANTIOCH.C,19850830,800,0,90,62,75
ANTIOCH.C,19850831,800,0,92,59,72
ANTIOCH.C,19850901,800,0,89,70,78
ANTIOCH.C,19850902,800,0,80,63,70
ANTIOCH.C,19850903,800,0,88,56,71
ANTIOCH.C,19850904,800,0,83,57,67
ANTIOCH.C,19850905,800,0,87,57,66
ANTIOCH.C,19850906,800,0,82,58,67
ANTIOCH.C,19850907,800,0,74,58,67
ANTIOCH.C,19850908,800,0,72,57,59
ANTIOCH.C,19850909,800,0.16,73,51,59
ANTIOCH.C,19850910,800,0,73,49,60
ANTIOCH.C,19850911,800,0,76,49,64
ANTIOCH.C,19850912,800,0,80,50,64
ANTIOCH.C,19850913,800,0,85,52,67
ANTIOCH.C,19850914,800,0,85,56,64
ANTIOCH.C,19850915,800,0,85,54,
ANTIOCH.C,19850916,800,0,83,52,69
ANTIOCH.C,19850917,800,0,78,51,66
ANTIOCH.C,19850918,800,0,81,53,62
ANTIOCH.C,19850919,800,0,85,50,67
ANTIOCH.C,19850920,800,0,86,52,66
ANTIOCH.C,19850921,800,0,90,52,64
ANTIOCH.C,19850922,800,0,92,57,70
ANTIOCH.C,19850923,800,0,92,56,71
ANTIOCH.C,19850924,800,0,96,58,70
ANTIOCH.C,19850925,800,0,92,55,72
ANTIOCH.C,19850926,800,0,81,60,72
ANTIOCH.C,19850927,800,0,75,60,69
ANTIOCH.C,19850928,800,0,79,53,61
ANTIOCH.C,19850929,800,0,72,52,59
ANTIOCH.C,19850930,800,0,72,48,63
ANTIOCH.C,19851001,800,0,83,48,62
ANTIOCH.C,19851002,800,0,89,53,65
ANTIOCH.C,19851003,800,0,92,64,69
ANTIOCH.C,19851004,800,0,96,68,76
ANTIOCH.C,19851005,800,0,91,63,66
ANTIOCH.C,19851006,800,0,87,61,63
ANTIOCH.C,19851007,800,0,87,64,65
ANTIOCH.C,19851008,800,0,72,51,62
ANTIOCH.C,19851009,800,0,71,51,54
ANTIOCH.C,19851010,800,0,78,51,63
ANTIOCH.C,19851011,800,0,78,43,60
ANTIOCH.C,19851012,800,0,79,49,57
ANTIOCH.C,19851013,800,0,78,49,63
ANTIOCH.C,19851014,800,0,82,44,64
ANTIOCH.C,19851015,800,0,81,42,60
ANTIOCH.C,19851016,800,0,80,42,58
ANTIOCH.C,19851017,800,0,78,46,64
ANTIOCH.C,19851018,800,0,74,44,60
ANTIOCH.C,19851019,800,0,68,46,55
ANTIOCH.C,19851020,800,0,68,46,52
ANTIOCH.C,19851021,800,0.36,55,48,54
ANTIOCH.C,19851022,800,0.18,67,46,54
ANTIOCH.C,19851023,800,0,73,54,62
ANTIOCH.C,19851024,800,0,76,53,60
ANTIOCH.C,19851025,800,0,76,50,61
ANTIOCH.C,19851026,800,0,77,50,60
ANTIOCH.C,19851027,800,0,77,49,62
ANTIOCH.C,19851028,800,0,73,49,67
ANTIOCH.C,19851029,800,0,67,43,61
ANTIOCH.C,19851030,800,0,67,43,60
ANTIOCH.C,19851031,800,0,73,47,63
ANTIOCH.C,19851101,800,0,82,49,64
ANTIOCH.C,19851102,800,0,77,48,61
ANTIOCH.C,19851103,800,0,76,47,62
ANTIOCH.C,19851104,800,0,75,43,64
ANTIOCH.C,19851105,800,0,76,47,65
ANTIOCH.C,19851106,800,0,76,48,64
ANTIOCH.C,19851107,800,0,78,47,63
ANTIOCH.C,19851108,800,0,70,43,64
ANTIOCH.C,19851109,800,0,62,38,49
ANTIOCH.C,19851110,800,0.03,62,46,50
ANTIOCH.C,19851111,800,0.28,50,38,42
ANTIOCH.C,19851112,800,0.02,53,38,46
ANTIOCH.C,19851113,800,0,53,28,38
ANTIOCH.C,19851114,800,0,56,30,37
ANTIOCH.C,19851115,800,0,54,33,43
ANTIOCH.C,19851116,800,0.01,54,43,47
ANTIOCH.C,19851117,800,0,60,43,49
ANTIOCH.C,19851118,800,0,58,38,47
ANTIOCH.C,19851119,800,0,54,30,42
ANTIOCH.C,19851120,800,0,51,40,43
ANTIOCH.C,19851121,800,0,53,38,41
ANTIOCH.C,19851122,800,0,56,33,45
ANTIOCH.C,19851123,800,0,56,44,46
ANTIOCH.C,19851124,800,1.03,56,44,45
ANTIOCH.C,19851125,800,0.16,56,44,49
ANTIOCH.C,19851126,800,0,57,37,48
ANTIOCH.C,19851127,800,0,55,43,50
ANTIOCH.C,19851128,800,0.34,60,48,
ANTIOCH.C,19851129,800,0.36,58,47,53
ANTIOCH.C,19851130,800,0,54,38,44
ANTIOCH.C,19851201,800,0,54,43,45
ANTIOCH.C,19851202,800,0.53,64,43,51
ANTIOCH.C,19851203,800,0.21,61,50,54
ANTIOCH.C,19851204,800,0,57,45,51
ANTIOCH.C,19851205,800,0.11,63,47,55
ANTIOCH.C,19851206,800,0,63,41,47
ANTIOCH.C,19851207,800,0.25,62,46,51
ANTIOCH.C,19851208,800,0.01,57,43,50
ANTIOCH.C,19851209,800,0,58,42,49
ANTIOCH.C,19851210,800,0,52,32,38
ANTIOCH.C,19851211,800,0,53,36,43
ANTIOCH.C,19851212,800,0,44,25,32
ANTIOCH.C,19851213,800,0,48,24,33
ANTIOCH.C,19851214,800,0,50,25,30
ANTIOCH.C,19851215,800,0,43,26,32
ANTIOCH.C,19851216,800,0,39,28,34
ANTIOCH.C,19851217,800,0,44,30,34
ANTIOCH.C,19851218,800,0,45,30,35
ANTIOCH.C,19851219,800,0,38,31,35
ANTIOCH.C,19851220,800,0,40,30,34
ANTIOCH.C,19851221,800,0,38,31,35
ANTIOCH.C,19851222,800,0,39,31,35
ANTIOCH.C,19851223,800,0,38,32,34
ANTIOCH.C,19851224,800,0,38,31,32
ANTIOCH.C,19851225,800,0,38,31,33
ANTIOCH.C,19851226,800,0,38,30,31
ANTIOCH.C,19851227,800,0,37,31,33
ANTIOCH.C,19851228,800,0,40,32,33
ANTIOCH.C,19851229,800,0.01,48,32,38
ANTIOCH.C,19851230,800,0.9,54,38,47
ANTIOCH.C,19851231,800,0,57,47,48
ANTIOCH.C,19860101,800,0,60,43,49
ANTIOCH.C,19860102,800,0,57,48,50
ANTIOCH.C,19860103,800,0,58,48,51
ANTIOCH.C,19860104,800,0.33,62,48,56
ANTIOCH.C,19860105,800,0.24,68,53,56
ANTIOCH.C,19860106,800,0,64,46,50
ANTIOCH.C,19860107,800,0,56,38,40
ANTIOCH.C,19860108,800,0,60,38,47
ANTIOCH.C,19860109,800,0,56,39,48
ANTIOCH.C,19860110,800,0,47,39,41
ANTIOCH.C,19860111,800,0,45,38,39
ANTIOCH.C,19860112,800,0,45,39,40
ANTIOCH.C,19860113,800,0,47,40,43
ANTIOCH.C,19860114,800,0,52,39,41
ANTIOCH.C,19860115,800,0.12,57,40,46
ANTIOCH.C,19860116,800,0.14,64,44,54
ANTIOCH.C,19860117,800,0.1,70,51,56
ANTIOCH.C,19860118,800,0,60,47,54
ANTIOCH.C,19860119,800,0,64,51,57
ANTIOCH.C,19860120,800,0,62,45,
ANTIOCH.C,19860121,800,0,57,41,
ANTIOCH.C,19860122,800,0,59,39,
ANTIOCH.C,19860123,800,0.03,61,45,52
ANTIOCH.C,19860124,800,0,59,45,53
ANTIOCH.C,19860125,800,0,59,38,40
ANTIOCH.C,19860126,800,0,64,39,44
ANTIOCH.C,19860127,800,0,62,40,42
ANTIOCH.C,19860128,800,0,55,40,47
ANTIOCH.C,19860129,800,0.14,57,47,51
ANTIOCH.C,19860130,800,0.62,66,50,51
ANTIOCH.C,19860131,800,0.13,60,51,54
ANTIOCH.C,19860201,800,0.44,63,44,50
ANTIOCH.C,19860202,800,0.02,63,49,56
ANTIOCH.C,19860203,800,0.15,58,47,57
ANTIOCH.C,19860204,800,0.46,62,42,50
ANTIOCH.C,19860205,800,0,63,45,48
ANTIOCH.C,19860206,800,0,55,44,50
ANTIOCH.C,19860207,800,0,53,39,45
ANTIOCH.C,19860208,800,0,55,39,45
ANTIOCH.C,19860209,800,0,57,42,46
ANTIOCH.C,19860210,800,0,58,31,38
ANTIOCH.C,19860211,800,0,54,38,44
ANTIOCH.C,19860212,800,0.08,60,44,50
ANTIOCH.C,19860213,800,0.4,66,50,58
ANTIOCH.C,19860214,800,1.32,65,46,60
ANTIOCH.C,19860215,800,0.92,64,52,53
ANTIOCH.C,19860216,800,0.34,61,53,55
ANTIOCH.C,19860217,800,0.7,64,54,58
ANTIOCH.C,19860218,800,0.57,71,57,63
ANTIOCH.C,19860219,800,1.86,63,55,57
ANTIOCH.C,19860220,800,0.04,61,46,59
ANTIOCH.C,19860221,800,0,62,44,56
ANTIOCH.C,19860222,800,0,65,47,56
ANTIOCH.C,19860223,800,0,70,47,56
ANTIOCH.C,19860224,800,0,71,46,55
ANTIOCH.C,19860225,800,0,60,51,60
ANTIOCH.C,19860226,800,0,71,45,59
ANTIOCH.C,19860227,800,0,74,49,58
ANTIOCH.C,19860228,800,0,67,47,53
ANTIOCH.C,19860301,800,0,70,47,53
ANTIOCH.C,19860302,800,0,69,47,57
ANTIOCH.C,19860303,800,0,71,47,62
ANTIOCH.C,19860304,800,0,71,50,59
ANTIOCH.C,19860305,800,0,71,49,60
ANTIOCH.C,19860306,800,0,74,48,58
ANTIOCH.C,19860307,800,0.03,64,58,63
ANTIOCH.C,19860308,800,0.85,64,57,62
ANTIOCH.C,19860309,800,0.01,59,46,54
ANTIOCH.C,19860310,800,0.97,62,49,51
ANTIOCH.C,19860311,800,0.33,64,46,56
ANTIOCH.C,19860312,800,0.19,61,44,53
ANTIOCH.C,19860313,800,0.31,59,47,48
ANTIOCH.C,19860314,800,0.1,60,37,50
ANTIOCH.C,19860315,800,0.62,53,46,48
ANTIOCH.C,19860316,800,0.27,58,46,47
ANTIOCH.C,19860317,800,0.03,64,46,57
ANTIOCH.C,19860318,800,0,65,48,57
ANTIOCH.C,19860319,800,0,70,42,53
ANTIOCH.C,19860320,800,0,73,47,55
ANTIOCH.C,19860321,800,0,71,52,59
ANTIOCH.C,19860322,800,0,69,47,56
ANTIOCH.C,19860323,800,0,72,46,58
ANTIOCH.C,19860324,800,0,67,53,60
ANTIOCH.C,19860325,800,0,71,46,59
ANTIOCH.C,19860326,800,0,75,47,59
ANTIOCH.C,19860327,800,0,77,54,61
ANTIOCH.C,19860328,800,0,78,52,67
ANTIOCH.C,19860329,800,0,72,57,68
ANTIOCH.C,19860330,800,0,66,53,60
ANTIOCH.C,19860331,800,0,74,49,63
ANTIOCH.C,19860401,800,0,68,53,
ANTIOCH.C,19860402,800,0,65,47,55
ANTIOCH.C,19860403,800,0,70,49,59
ANTIOCH.C,19860404,800,0,71,45,60
ANTIOCH.C,19860405,800,0,64,49,53
ANTIOCH.C,19860406,800,0.14,66,51,56
ANTIOCH.C,19860407,800,0.25,62,52,54
ANTIOCH.C,19860408,800,0.13,67,47,61
ANTIOCH.C,19860409,800,0,71,49,62
ANTIOCH.C,19860410,800,0,76,49,63
ANTIOCH.C,19860411,800,0,73,45,60
ANTIOCH.C,19860412,800,0,62,49,53
ANTIOCH.C,19860413,800,0,65,40,55
ANTIOCH.C,19860414,800,0,71,46,56
ANTIOCH.C,19860415,800,0,59,49,56
ANTIOCH.C,19860416,800,0.03,58,43,56
ANTIOCH.C,19860417,800,0.14,65,46,54
ANTIOCH.C,19860418,800,0,73,52,60
ANTIOCH.C,19860419,800,0,78,46,63
ANTIOCH.C,19860420,800,0,85,51,68
ANTIOCH.C,19860421,800,0,85,45,65
ANTIOCH.C,19860422,800,0,75,49,63
ANTIOCH.C,19860423,800,0,71,52,62
ANTIOCH.C,19860424,800,0,70,44,62
ANTIOCH.C,19860425,800,0,69,52,57
ANTIOCH.C,19860426,800,0,73,48,58
ANTIOCH.C,19860427,800,0,81,54,62
ANTIOCH.C,19860428,800,0,74,55,65
ANTIOCH.C,19860429,800,0,72,51,61
ANTIOCH.C,19860430,800,0,75,41,56
ANTIOCH.C,19860501,800,0,68,50,
ANTIOCH.C,19860502,800,0,74,51,62
ANTIOCH.C,19860503,800,0,66,54,57
ANTIOCH.C,19860504,800,0.08,66,46,52
ANTIOCH.C,19860505,800,0.1,64,46,55
ANTIOCH.C,19860506,800,0,62,45,53
ANTIOCH.C,19860507,800,0,71,45,58
ANTIOCH.C,19860508,800,0,77,49,62
ANTIOCH.C,19860509,800,0,84,57,
ANTIOCH.C,19860510,800,0,74,54,63
ANTIOCH.C,19860511,800,0,74,48,57
ANTIOCH.C,19860512,800,0,83,56,64
ANTIOCH.C,19860513,800,0,86,51,71
ANTIOCH.C,19860514,800,0,82,57,69
ANTIOCH.C,19860515,800,0,83,58,66
ANTIOCH.C,19860516,800,0,89,53,71
ANTIOCH.C,19860517,800,0,92,59,71
ANTIOCH.C,19860518,800,0,90,53,64
ANTIOCH.C,19860519,800,0,85,51,66
ANTIOCH.C,19860520,800,0,75,55,66
ANTIOCH.C,19860521,800,0,72,50,58
ANTIOCH.C,19860522,800,0,79,53,63
ANTIOCH.C,19860523,800,0,75,53,63
ANTIOCH.C,19860524,800,0,85,51,70
ANTIOCH.C,19860525,800,0,88,56,69
ANTIOCH.C,19860526,800,0,90,62,76
ANTIOCH.C,19860527,800,0,86,61,75
ANTIOCH.C,19860528,800,0,87,54,73
ANTIOCH.C,19860529,800,0,88,54,66
ANTIOCH.C,19860530,800,0,88,55,64
ANTIOCH.C,19860531,800,0,81,55,68
ANTIOCH.C,19860601,800,0,81,55,66
ANTIOCH.C,19860602,800,0,76,54,63
ANTIOCH.C,19860603,800,0,80,52,63
ANTIOCH.C,19860604,800,0,78,56,65
ANTIOCH.C,19860605,800,0,73,56,63
ANTIOCH.C,19860606,800,0,74,51,60
ANTIOCH.C,19860607,800,0,82,54,65
ANTIOCH.C,19860608,800,0,93,64,75
ANTIOCH.C,19860609,800,0,97,65,79
ANTIOCH.C,19860610,800,0,96,65,80
ANTIOCH.C,19860611,800,0,80,56,69
ANTIOCH.C,19860612,800,0,89,53,69
ANTIOCH.C,19860613,800,0,81,55,67
ANTIOCH.C,19860614,800,0,79,55,65
ANTIOCH.C,19860615,800,0,81,55,66
ANTIOCH.C,19860616,800,0,82,55,
ANTIOCH.C,19860617,800,0,79,60,68
ANTIOCH.C,19860618,800,0,82,56,
ANTIOCH.C,19860619,800,0,87,60,76
ANTIOCH.C,19860620,800,0,89,54,76
ANTIOCH.C,19860621,800,0,94,60,78
ANTIOCH.C,19860622,800,0,100,60,78
ANTIOCH.C,19860623,800,0,99,62,77
ANTIOCH.C,19860624,800,0,94,59,72
ANTIOCH.C,19860625,800,0,92,58,70
ANTIOCH.C,19860626,800,0,82,55,67
ANTIOCH.C,19860627,800,0,85,56,70
ANTIOCH.C,19860628,800,0,86,59,68
ANTIOCH.C,19860629,800,0,88,55,69
ANTIOCH.C,19860630,800,0,93,56,70
ANTIOCH.C,19860701,800,0,98,60,75
ANTIOCH.C,19860702,800,0,95,60,75
ANTIOCH.C,19860703,800,0,95,64,83
ANTIOCH.C,19860704,800,0,87,62,73
ANTIOCH.C,19860705,800,0,88,57,76
ANTIOCH.C,19860706,800,0,79,56,65
ANTIOCH.C,19860707,800,0,88,55,63
ANTIOCH.C,19860708,800,0,94,56,66
ANTIOCH.C,19860709,800,0,89,56,67
ANTIOCH.C,19860710,800,0,96,59,69
ANTIOCH.C,19860711,800,0,97,66,83
ANTIOCH.C,19860712,800,0,95,63,79
ANTIOCH.C,19860713,800,0,94,57,63
ANTIOCH.C,19860714,800,0,91,56,71
ANTIOCH.C,19860715,800,0,89,55,69
ANTIOCH.C,19860716,800,0,82,58,70
ANTIOCH.C,19860717,800,0,85,55,69
ANTIOCH.C,19860718,800,0,82,56,67
ANTIOCH.C,19860719,800,0,89,53,69
ANTIOCH.C,19860720,800,0,100,59,78
ANTIOCH.C,19860721,800,0,92,59,70
ANTIOCH.C,19860722,800,0,92,59,68
ANTIOCH.C,19860723,800,0.02,88,59,64
ANTIOCH.C,19860724,800,0,85,63,71
